0.357095,-0.257874,0.386459,0.465578,0.118807,-0.413193,0.677105,
0.577568,-0.541659,0.47149,2.50643,0.568458,-0.262273,-0.892472,
-0.572607,2.2467,0.499408,0.325946,0.572886,1.26591,-0.164896,
-0.0649891,0.632047,1.24084,-0.50141,1.68665,-1.00264,-1.15958,
1.47424,1.56256,-0.02779,1.1046,1.20145,0.44415,1.0312,
0.62988,-0.882879,0.211703,0.495628,0.765896,-2.3922,-1.71096,
0.00347984,-0.228111,-0.261448,1.43664,0.498999,1.76849,-0.737724,
-0.417376,-1.41902,0.140272,
-0.017875,-0.170153,-0.910431,
0.235463,-0.252406,1.55738,
1.42739,-1.06064,-1.75645,-1.21935,1.06203,-0.83585,-0.231477,
0.163156,-0.420389,-0.229849,0.745816,-0.848437,0.667072,1.78339,
-0.544941,0.170106,1.26367,1.23646,-0.831691,-0.0744486,1.39932,
0.252198,0.6528,-1.73669,0.947036,0.228261,-0.338289,3.24165,
0.24541,0.78894,-0.564772,0.532477,0.0356045,0.163082,-0.744439,
-0.792291,-0.0211833,-2.08695,1.10647,0.56966,-0.503771,-0.572938,
0.621406,0.496466,-0.00549992,1.01075,-0.438419,-0.519419,-2.35561,
-0.920989,-0.33702,-0.526203,
-1.59831,-0.450171,0.337322,
0.977546,0.538295,-0.836853,
0.537713,
-2.38592,
-0.640953,
-1.51535,
0.285293,
0.868012,
0.894005,1.12094,1.88761,-0.149472,-0.0644593,-0.18295,0.249333,-0.0690369,0.31101,0.474426,0.126059,-1.55061,-1.44545,-0.276411,0.263751,1.2685,0.724277,-0.144818,1.46006,1.9772,0.0396829,0.787586,-1.40433,-0.48961,2.28721,0.444411,-0.236785,-0.617394,
-0.510136,-0.795758,-0.185077,-0.623299,-0.363394,0.331265,1.17767,-0.79355,0.450294,0.046128,-1.41358,0.671885,-0.615785,2.26068,-1.51888,-0.641695,-1.43285,0.337002,-0.326419,0.32569,0.287894,-0.824348,-1.10405,0.650748,-0.296076,-1.09891,-0.173677,-0.704756,
-1.02296,0.654396,0.384659,-0.576557,1.04405,-0.807776,-0.162184,-0.394488,-1.38899,-0.341961,-0.826618,-1.68467,-0.243656,-1.39475,-1.99423,-0.0872915,-1.37635,0.589679,-0.0592795,-2.33421,-0.623025,-0.134988,0.843632,0.182743,-1.73376,-0.566759,2.93756,0.458359,
0.689612,0.0654575,-0.80349,-0.435027,0.566875,-1.02211,-0.38877,0.462411,0.299917,-0.530931,1.15438,-0.162674,-1.05268,-0.0649359,-0.0101452,0.109154,1.63428,0.164031,1.69003,1.3208,-1.24022,-0.6803,0.00592477,-0.770226,-0.579468,-0.402107,0.917078,-1.02208,
-1.15427,0.678456,0.0316788,0.591992,1.57048,1.23162,0.397313,-0.509011,-0.861649,1.38205,0.438674,-0.556239,0.550573,0.227144,-0.576917,0.199984,-1.13589,2.02657,-1.54895,0.224409,-0.965132,-0.545712,0.636369,-1.17624,0.13068,0.0136653,0.241568,-0.334452,
0.0677303,0.152572,0.107374,-0.953867,-1.44531,1.25095,-2.81141,-0.728579,-0.291252,0.247879,0.946973,-0.887265,0.406861,0.778583,-0.431897,-0.786845,0.951781,1.06433,-0.977561,-2.008,0.522896,-0.813843,0.8208,0.173819,0.167432,-0.515386,0.196626,-0.40581,
0.509035,-1.51689,-0.43896,1.0633,-0.438797,1.69612,0.628073,-1.03846,-0.379732,1.75854,0.817636,1.05818,0.267603,-0.541193,1.15121,0.642115,1.02162,-0.667264,0.408652,-1.23828,0.435471,1.92419,0.268826,-0.666696,0.145554,-0.31206,0.538691,-0.784774,
-2.003,-0.571581,0.694788,-0.0759151,-0.670238,0.358381,-1.04342,-0.297999,-0.111689,-0.227089,0.280844,0.782197,-0.842734,-0.899076,0.710025,-0.911423,3.25814,-0.813261,-0.699566,-0.325489,1.40618,-1.99381,0.123137,-0.726113,-0.242792,-0.612983,0.453443,-0.90621,
1.20072,0.792766,-2.53822,-0.191076,1.88349,-1.83214,-0.432012,-1.16657,1.39009,0.744796,0.284956,-0.552731,0.813901,0.929997,0.695016,-0.239333,0.434808,0.098443,-1.85753,-0.82002,0.980192,-1.5531,0.1323,1.71325,-1.12457,0.228436,1.12175,0.760449,
0.629504,0.816834,0.209533,0.901515,-0.346846,0.178226,0.206226,0.842057,1.03937,-0.765074,0.274521,2.05399,0.0905319,-1.62572,1.51632,1.56892,0.378286,-1.42156,0.0889125,-0.894266,-0.772513,-0.283993,2.0948,-0.174106,-0.753458,-0.251606,0.863364,0.194691,
